"distance","placeName","distanceNumber","hotelId","hotelLocation"
"94m","Elgin Bridge",94,1005152,"Singapore River"
"130m","Sabaai Sabaai Thai Massage",130,1005152,"Singapore River"
"134m","Raffles' Landing Site",134,1005152,"Singapore River"
"140m","Singapore River",140,1005152,"Singapore River"
"156m","Urbane Nomads",156,1005152,"Singapore River"
"158m","Parliament Of Singapore",158,1005152,"Singapore River"
"160m","Pulau Seking",160,1005152,"Singapore River"
"179m","The Arts House",179,1005152,"Singapore River"
"22.9km","Singapore Changi Airport",22900,995074,"Balestier"
"19.4km","Woodlands Train Checkpoint",19390,995074,"Balestier"
"750m","Newton",750,995074,"Balestier"
"860m","Novena",860,995074,"Balestier"
"1.5km","Balestier",1530,995074,"Balestier"
"96m","Tribe",96,995074,"Balestier"
"118m","Healing Touch Spa",118,995074,"Balestier"
"273m","Need Massage",273,995074,"Balestier"
"285m","The Pamela Hat sculpture",285,995074,"Balestier"
"454m","Newton Life Church",454,995074,"Balestier"
"482m","Church of Saint Alphonsus",482,995074,"Balestier"
"788m","Police Heritage Centre",788,995074,"Balestier"
"818m","Sante Express Foot Spa",818,995074,"Balestier"
"1km","Imbiah Battery",1049,995074,"Balestier"
"1.1km","Zhong Yue Therapy Foot Refelxology & Health Products",1119,995074,"Balestier"
"20.4km","Singapore Changi Airport",20420,7301503,"Little India"
"23.5km","Woodlands Train Checkpoint",23510,7301503,"Little India"
"500m","Farrer Park",500,7301503,"Little India"
"550m","Jalan Besar MRT",550,7301503,"Little India"
"280m","Little India",280,7301503,"Little India"
"170m","UOB ATM - City Square Mall",170,7301503,"Little India"
"198m","Airzone",198,7301503,"Little India"
"199m","Post-Museum",199,7301503,"Little India"
"260m","Putian Tiandao Church",260,7301503,"Little India"
"343m","Petain Road",343,7301503,"Little India"
"348m","Jalan Besar Swimming Complex",348,7301503,"Little India"
"385m","Sri Srinivasa Perumal Temple",385,7301503,"Little India"
"391m","Soon Kee Boneless Lor Duck Rice",391,7301503,"Little India"
"403m","Farrer Park",403,7301503,"Little India"
"404m","Thaipusam Festival",404,7301503,"Little India"
"23.5km","Singapore Changi Airport",23520,2064004,"Orchard Road"
"20.9km","Woodlands Train Checkpoint",20910,2064004,"Orchard Road"
"430m","Somerset",430,2064004,"Orchard Road"
"580m","Dhoby Ghaut",580,2064004,"Orchard Road"
"1.5km","Orchard Road",1460,2064004,"Orchard Road"
"230m","RN Spa",230,2064004,"Orchard Road"
"262m","Moshi Moshi Bollywood",262,2064004,"Orchard Road"
"277m","Focus Hairdressing",277,2064004,"Orchard Road"
"306m","Natureland Spa",306,2064004,"Orchard Road"
"314m","Mojo Massage Singapore",314,2064004,"Orchard Road"
"339m","New Creation Church",339,2064004,"Orchard Road"
"359m","Former House of Tan Yeok Nee",359,2064004,"Orchard Road"
"371m","Run With Me Singapore",371,2064004,"Orchard Road"
"372m","LaserOPS",372,2064004,"Orchard Road"
"398m","Absolute Slimming",398,2064004,"Orchard Road"
"23.3km","Singapore Changi Airport",23320,995017,"Orchard Road"
"20.7km","Woodlands Train Checkpoint",20720,995017,"Orchard Road"
"400m","Somerset",400,995017,"Orchard Road"
"450m","Dhoby Ghaut",450,995017,"Orchard Road"
"1.4km","Orchard Road",1430,995017,"Orchard Road"
"282m","Former House of Tan Yeok Nee",282,995017,"Orchard Road"
"288m","RN Spa",288,995017,"Orchard Road"
"301m","LaserOPS",301,995017,"Orchard Road"
"310m","Moshi Moshi Bollywood",310,995017,"Orchard Road"
"311m","Focus Hairdressing",311,995017,"Orchard Road"
"327m","Run With Me Singapore",327,995017,"Orchard Road"
"339m","Natureland Spa",339,995017,"Orchard Road"
"345m","Mojo Massage Singapore",345,995017,"Orchard Road"
"401m","New Creation Church",401,995017,"Orchard Road"
"416m","Absolute Slimming",416,995017,"Orchard Road"
"22.8km","Singapore Changi Airport",22770,91633420,"Orchard Road"
"29.2km","Woodlands Train Checkpoint",29180,91633420,"Orchard Road"
"330m","Dhoby Ghaut",330,91633420,"Orchard Road"
"690m","Fort Canning MRT",690,91633420,"Orchard Road"
"6km","Orchard Road",5990,91633420,"Orchard Road"
"187m","LaserOPS",187,91633420,"Orchard Road"
"218m","Orchard Road Presbyterian Church",218,91633420,"Orchard Road"
"225m","Former House of Tan Yeok Nee",225,91633420,"Orchard Road"
"238m","The Luxe Art Museum",238,91633420,"Orchard Road"
"240m","Freeing SG",240,91633420,"Orchard Road"
"251m","Fort Canning Sculpture Trail",251,91633420,"Orchard Road"
"261m","Battlebox Museum Singapore",261,91633420,"Orchard Road"
"275m","Chinois Spa",275,91633420,"Orchard Road"
"285m","Wesley Methodist Church",285,91633420,"Orchard Road"
"287m","Singapore Dance Theatre",287,91633420,"Orchard Road"
"21.9km","Singapore Changi Airport",21930,995027,"Balestier"
"18.6km","Woodlands Train Checkpoint",18590,995027,"Balestier"
"1.3km","Novena",1270,995027,"Balestier"
"1.4km","Toa Payoh",1420,995027,"Balestier"
"790m","Balestier",790,995027,"Balestier"
"89m","Thong Teck Sian Tong Lian Sin Sia",89,995027,"Balestier"
"366m","ZhongShan Park",366,995027,"Balestier"
"368m","Sun Yat Sen Nanyang Memorial Hall",368,995027,"Balestier"
"406m","Zhong Yue Therapy Foot Refelxology & Health Products",406,995027,"Balestier"
"417m","Burmese Buddhist Temple",417,995027,"Balestier"
"497m","Masjid Hajjah Rahimabi Kebun Limau",497,995027,"Balestier"
"568m","Toa Payoh Town Park",568,995027,"Balestier"
"590m","Police Heritage Centre",590,995027,"Balestier"
"665m","Kidz Amaze",665,995027,"Balestier"
"690m","Housing & Development Board",690,995027,"Balestier"
"21.6km","Singapore Changi Airport",21570,1115349,"Balestier"
"18.2km","Woodlands Train Checkpoint",18220,1115349,"Balestier"
"1km","Novena",1020,1115349,"Balestier"
"1.5km","Toa Payoh",1480,1115349,"Balestier"
"630m","Balestier",630,1115349,"Balestier"
"32m","ZhongShan Park",32,1115349,"Balestier"
"58m","Zhong Yue Therapy Foot Refelxology & Health Products",58,1115349,"Balestier"
"144m","Sun Yat Sen Nanyang Memorial Hall",144,1115349,"Balestier"
"166m","Burmese Buddhist Temple",166,1115349,"Balestier"
"286m","Thong Teck Sian Tong Lian Sin Sia",286,1115349,"Balestier"
"353m","Police Heritage Centre",353,1115349,"Balestier"
"434m","Toa Payoh Town Park",434,1115349,"Balestier"
"622m","Housing & Development Board",622,1115349,"Balestier"
"748m","Church of Saint Alphonsus",748,1115349,"Balestier"
"840m","Bubble Soccer Singapore",840,1115349,"Balestier"
"21.6km","Singapore Changi Airport",21650,996045,"Balestier"
"18.3km","Woodlands Train Checkpoint",18300,996045,"Balestier"
"1.3km","Novena",1270,996045,"Balestier"
"1.4km","Toa Payoh",1450,996045,"Balestier"
"880m","Balestier",880,996045,"Balestier"
"52m","Burmese Buddhist Temple",52,996045,"Balestier"
"65m","Sun Yat Sen Nanyang Memorial Hall",65,996045,"Balestier"
"88m","ZhongShan Park",88,996045,"Balestier"
"114m","Zhong Yue Therapy Foot Refelxology & Health Products",114,996045,"Balestier"
"324m","Toa Payoh Town Park",324,996045,"Balestier"
"367m","Thong Teck Sian Tong Lian Sin Sia",367,996045,"Balestier"
"444m","Police Heritage Centre",444,996045,"Balestier"
"518m","Housing & Development Board",518,996045,"Balestier"
"757m","Little Treats Shop",757,996045,"Balestier"
"780m","Bubble Soccer Singapore",780,996045,"Balestier"
"21km","Singapore Changi Airport",20970,1352993,"Balestier"
"19.4km","Woodlands Train Checkpoint",19390,1352993,"Balestier"
"1.4km","Novena",1380,1352993,"Balestier"
"1.4km","Toa Payoh",1400,1352993,"Balestier"
"780m","Balestier",780,1352993,"Balestier"
"180m","Thong Teck Sian Tong Lian Sin Sia",180,1352993,"Balestier"
"395m","Masjid Hajjah Rahimabi Kebun Limau",395,1352993,"Balestier"
"464m","Sun Yat Sen Nanyang Memorial Hall",464,1352993,"Balestier"
"469m","ZhongShan Park",469,1352993,"Balestier"
"509m","Zhong Yue Therapy Foot Refelxology & Health Products",509,1352993,"Balestier"
"513m","Burmese Buddhist Temple",513,1352993,"Balestier"
"595m","Kidz Amaze",595,1352993,"Balestier"
"638m","Toa Payoh Town Park",638,1352993,"Balestier"
"679m","Police Heritage Centre",679,1352993,"Balestier"
"740m","Housing & Development Board",740,1352993,"Balestier"
"21.9km","Singapore Changi Airport",21880,687532,"Balestier"
"19.1km","Woodlands Train Checkpoint",19060,687532,"Balestier"
"1.2km","Novena",1180,687532,"Balestier"
"1.6km","Toa Payoh",1630,687532,"Balestier"
"1km","Balestier",1000,687532,"Balestier"
"260m","Zhong Yue Therapy Foot Refelxology & Health Products",260,687532,"Balestier"
"301m","ZhongShan Park",301,687532,"Balestier"
"314m","Burmese Buddhist Temple",314,687532,"Balestier"
"348m","Sun Yat Sen Nanyang Memorial Hall",348,687532,"Balestier"
"385m","Police Heritage Centre",385,687532,"Balestier"
"508m","Toa Payoh Town Park",508,687532,"Balestier"
"526m","Bubble Soccer Singapore",526,687532,"Balestier"
"602m","Thong Teck Sian Tong Lian Sin Sia",602,687532,"Balestier"
"659m","Church of Saint Alphonsus",659,687532,"Balestier"
"699m","Housing & Development Board",699,687532,"Balestier"
"20.5km","Singapore Changi Airport",20540,687556,"Balestier"
"24.2km","Woodlands Train Checkpoint",24190,687556,"Balestier"
"1.6km","Boon Keng",1610,687556,"Balestier"
"1.6km","Novena",1620,687556,"Balestier"
"940m","Balestier",940,687556,"Balestier"
"260m","Masjid Hajjah Rahimabi Kebun Limau",260,687556,"Balestier"
"554m","Thong Teck Sian Tong Lian Sin Sia",554,687556,"Balestier"
"702m","Kidz Amaze",702,687556,"Balestier"
"818m","Lian Shan Shuang Lin Temple",818,687556,"Balestier"
"862m","ZhongShan Park",862,687556,"Balestier"
"881m","Sun Yat Sen Nanyang Memorial Hall",881,687556,"Balestier"
"893m","Zhong Yue Therapy Foot Refelxology & Health Products",893,687556,"Balestier"
"898m","Central Sikh Temple",898,687556,"Balestier"
"921m","Deepavali Celebrations",921,687556,"Balestier"
"930m","Burmese Buddhist Temple",930,687556,"Balestier"
"20.3km","Singapore Changi Airport",20300,687506,"Balestier"
"24km","Woodlands Train Checkpoint",23950,687506,"Balestier"
"1.4km","Novena",1450,687506,"Balestier"
"1.5km","Farrer Park",1480,687506,"Balestier"
"1.1km","Balestier",1080,687506,"Balestier"
"483m","Masjid Hajjah Rahimabi Kebun Limau",483,687506,"Balestier"
"679m","Deepavali Celebrations",679,687506,"Balestier"
"716m","Central Sikh Temple",716,687506,"Balestier"
"741m","Thong Teck Sian Tong Lian Sin Sia",741,687506,"Balestier"
"788m","The Golden Space",788,687506,"Balestier"
"799m","Leong San See Temple",799,687506,"Balestier"
"814m","Sri Vadapathira Kaliamman Temple",814,687506,"Balestier"
"820m","Sakya Muni Buddha Gaya Temple",820,687506,"Balestier"
"833m","Sante Express Foot Spa",833,687506,"Balestier"
"841m","Kinetics Climbing Gym",841,687506,"Balestier"
"19.9km","Singapore Changi Airport",19850,989485,"Lavender"
"21.1km","Woodlands Train Checkpoint",21090,989485,"Lavender"
"370m","Bendemeer MRT",370,989485,"Lavender"
"790m","Lavender",790,989485,"Lavender"
"770m","Lavender",770,989485,"Lavender"
"244m","Thekchen Choling",244,989485,"Lavender"
"334m","Boulder+",334,989485,"Lavender"
"362m","Wellaholic (Lavender Outlet)",362,989485,"Lavender"
"383m","Jalan Besar Stadium",383,989485,"Lavender"
"420m","Jalan Besar Swimming Complex",420,989485,"Lavender"
"436m","Soon Kee Boneless Lor Duck Rice",436,989485,"Lavender"
"511m","Petain Road",511,989485,"Lavender"
"553m","Sushi Bee",553,989485,"Lavender"
"563m","Sri Vadapathira Kaliamman Temple",563,989485,"Lavender"
"591m","The Golden Space",591,989485,"Lavender"
"22.7km","Singapore Changi Airport",22740,4715430,"Singapore River"
"21.3km","Woodlands Train Checkpoint",21330,4715430,"Singapore River"
"1km","Fort Canning MRT",1000,4715430,"Singapore River"
"1.3km","Clarke Quay",1320,4715430,"Singapore River"
"50m","Robertson Quay",50,4715430,"Singapore River"
"90m","Singapore River",90,4715430,"Singapore River"
"122m","Theatreworks",122,4715430,"Singapore River"
"219m","Robertson Quay",219,4715430,"Singapore River"
"221m","Alkaff Bridge",221,4715430,"Singapore River"
"240m","Amped Trampoline Park",240,4715430,"Singapore River"
"378m","Culinaryon",378,4715430,"Singapore River"
"404m","Singapore Hong San See",404,4715430,"Singapore River"
"409m","The Singapore Buddhist Lodge",409,4715430,"Singapore River"
"411m","Aegle TCM Clinique",411,4715430,"Singapore River"
"430m","Singapore Repertory Theatre",430,4715430,"Singapore River"
"433m","Kim Seng Park",433,4715430,"Singapore River"
"22.5km","Singapore Changi Airport",22490,909901,"Singapore River"
"21.1km","Woodlands Train Checkpoint",21090,909901,"Singapore River"
"1.3km","Tiong Bahru",1290,909901,"Singapore River"
"1.4km","Fort Canning MRT",1350,909901,"Singapore River"
"650m","Robertson Quay",650,909901,"Singapore River"
"750m","Singapore River",750,909901,"Singapore River"
"269m","Waka Waka",269,909901,"Singapore River"
"339m","Kim Seng Park",339,909901,"Singapore River"
"339m","Theatreworks",339,909901,"Singapore River"
"413m","Alkaff Bridge",413,909901,"Singapore River"
"417m","Robertson Quay",417,909901,"Singapore River"
"420m","Amped Trampoline Park",420,909901,"Singapore River"
"564m","The Singapore Buddhist Lodge",564,909901,"Singapore River"
"600m","Culinaryon",600,909901,"Singapore River"
"618m","Singapore Hong San See",618,909901,"Singapore River"
"634m","Aegle TCM Clinique",634,909901,"Singapore River"
"21.3km","Singapore Changi Airport",21290,991874,"Balestier"
"19km","Woodlands Train Checkpoint",19000,991874,"Balestier"
"1.2km","Toa Payoh",1150,991874,"Balestier"
"1.3km","Novena",1260,991874,"Balestier"
"900m","Balestier",900,991874,"Balestier"
"173m","Thong Teck Sian Tong Lian Sin Sia",173,991874,"Balestier"
"200m","Sun Yat Sen Nanyang Memorial Hall",200,991874,"Balestier"
"233m","ZhongShan Park",233,991874,"Balestier"
"248m","Burmese Buddhist Temple",248,991874,"Balestier"
"282m","Zhong Yue Therapy Foot Refelxology & Health Products",282,991874,"Balestier"
"401m","Toa Payoh Town Park",401,991874,"Balestier"
"544m","Housing & Development Board",544,991874,"Balestier"
"549m","Police Heritage Centre",549,991874,"Balestier"
"647m","Masjid Hajjah Rahimabi Kebun Limau",647,991874,"Balestier"
"721m","Kidz Amaze",721,991874,"Balestier"
"23.7km","Singapore Changi Airport",23720,996055,"Orchard Road"
"18.7km","Woodlands Train Checkpoint",18720,996055,"Orchard Road"
"720m","Orchard",720,996055,"Orchard Road"
"980m","Newton",980,996055,"Orchard Road"
"280m","Orchard Road",280,996055,"Orchard Road"
"54m","Chocosan foot reflexology",54,996055,"Orchard Road"
"74m","Padma Spa",74,996055,"Orchard Road"
"76m","Sense De Belle",76,996055,"Orchard Road"
"118m","Spa Rael Goodwood Park Hotel",118,996055,"Orchard Road"
"134m","BRIX",134,996055,"Orchard Road"
"160m","Zhao Wei Films",160,996055,"Orchard Road"
"161m","The American Club Singapore",161,996055,"Orchard Road"
"176m","Supreme Q.X. Beauty Spa",176,996055,"Orchard Road"
"178m","Ayuthaya Spa",178,996055,"Orchard Road"
"202m","K+ Curatorial Space",202,996055,"Orchard Road"
"19.4km","Singapore Changi Airport",19390,965250,"Marina Bay"
"28.1km","Woodlands Train Checkpoint",28070,965250,"Marina Bay"
"410m","Promenade",410,965250,"Marina Bay"
"930m","Esplanade",930,965250,"Marina Bay"
"740m","Marina Bay",740,965250,"Marina Bay"
"107m","Alive Museum",107,965250,"Marina Bay"
"115m","Fountain of Wealth",115,965250,"Marina Bay"
"130m","Boat Quay ",130,965250,"Marina Bay"
"131m","Millenia Walk Indoor Skiing Course",131,965250,"Marina Bay"
"187m","Kglow Skinlab",187,965250,"Marina Bay"
"199m","Christmas In The City Carnival",199,965250,"Marina Bay"
"228m","SuperPark Singapore",228,965250,"Marina Bay"
"261m","GOURMETbus",261,965250,"Marina Bay"
"261m","Dream Drive Pte Ltd",261,965250,"Marina Bay"
"261m","Cool de Sac Play Centre",261,965250,"Marina Bay"
"20.3km","Singapore Changi Airport",20320,687592,"Marina Bay"
"28km","Woodlands Train Checkpoint",28010,687592,"Marina Bay"
"270m","Bayfront",270,687592,"Marina Bay"
"1km","Promenade",1050,687592,"Marina Bay"
"1.6km","Marina Bay",1610,687592,"Marina Bay"
"130m","CE LA VI Club Lounge",130,687592,"Marina Bay"
"190m","2 Degree",190,687592,"Marina Bay"
"193m","Spectra (Light and Water Show)",193,687592,"Marina Bay"
"198m","A World United",198,687592,"Marina Bay"
"219m","Visual Art Trails - Marina Bay",219,687592,"Marina Bay"
"231m","Dragonfly Bridge",231,687592,"Marina Bay"
"263m","Rooftop Infinity Pool",263,687592,"Marina Bay"
"265m","Digital Light Canvas",265,687592,"Marina Bay"
"283m","Indian Garden",283,687592,"Marina Bay"
"288m","Flower Dome",288,687592,"Marina Bay"
"16.4km","Singapore Changi Airport",16380,996333,"Bugis"
"18.5km","Woodlands Train Checkpoint",18500,996333,"Bugis"
"330m","Bugis",330,996333,"Bugis"
"460m","Jalan Besar MRT",460,996333,"Bugis"
"420m","Bugis",420,996333,"Bugis"
"42m","Sultan's Gate",42,996333,"Bugis"
"65m","Malay Heritage Centre",65,996333,"Bugis"
"73m","Green Apple Spa",73,996333,"Bugis"
"87m","The Gem Museum",87,996333,"Bugis"
"90m","Masjid Sultan",90,996333,"Bugis"
"93m","Gelam Gallery",93,996333,"Bugis"
"93m","Muscat Street",93,996333,"Bugis"
"103m","Children Little Museum",103,996333,"Bugis"
"126m","Trapped",126,996333,"Bugis"
"148m","Kampong Glam",148,996333,"Bugis"
"16km","Singapore Changi Airport",15990,3801236,"Lavender"
"18.3km","Woodlands Train Checkpoint",18310,3801236,"Lavender"
"330m","Lavender",330,3801236,"Lavender"
"560m","Jalan Besar MRT",560,3801236,"Lavender"
"370m","Lavender",370,3801236,"Lavender"
"152m","Malabar Mosque",152,3801236,"Lavender"
"191m","Sushi Bee",191,3801236,"Lavender"
"301m","MAM Holidays Singapore",301,3801236,"Lavender"
"347m","Alsagoff Arab School",347,3801236,"Lavender"
"378m","Wellaholic (Lavender Outlet)",378,3801236,"Lavender"
"391m","Xi Yuan Foot Spa",391,3801236,"Lavender"
"398m","Green Apple Spa",398,3801236,"Lavender"
"402m","Soon Kee Boneless Lor Duck Rice",402,3801236,"Lavender"
"410m","Hajjah Fatimah Mosque",410,3801236,"Lavender"
"413m","Putian Tiandao Church",413,3801236,"Lavender"
"23.9km","Singapore Changi Airport",23860,80508054,"Orchard Road"
"19.3km","Woodlands Train Checkpoint",19300,80508054,"Orchard Road"
"760m","Orchard",760,80508054,"Orchard Road"
"1.5km","Newton",1520,80508054,"Orchard Road"
"700m","Orchard Road",700,80508054,"Orchard Road"
"97m","Footworks Reflexology",97,80508054,"Orchard Road"
"102m","Pop And Contemporary Fine Art",102,80508054,"Orchard Road"
"148m","Supreme Q.X. Beauty Spa",148,80508054,"Orchard Road"
"153m","Ayuthaya Spa",153,80508054,"Orchard Road"
"156m","Shaw Concessions",156,80508054,"Orchard Road"
"174m","YANG Gallery",174,80508054,"Orchard Road"
"176m","Wellaholic (Clarke Quay Outlet)",176,80508054,"Orchard Road"
"185m","Singapore Sidecars",185,80508054,"Orchard Road"
"213m","Swuk Aesthetics & Spa",213,80508054,"Orchard Road"
"252m","The American Club Singapore",252,80508054,"Orchard Road"
"25km","Singapore Changi Airport",25020,996317,"Orchard Road"
"18.8km","Woodlands Train Checkpoint",18840,996317,"Orchard Road"
"1km","Orchard",1050,996317,"Orchard Road"
"1.9km","Somerset",1890,996317,"Orchard Road"
"1.3km","Orchard Road",1340,996317,"Orchard Road"
"83m","Remede Spa",83,996317,"Orchard Road"
"186m","Boons Pottery & Art Gallery",186,996317,"Orchard Road"
"186m","Bruno Gallery",186,996317,"Orchard Road"
"221m","Four Seasons Spa",221,996317,"Orchard Road"
"223m","Trimmings Salon & Spa - AVEDA",223,996317,"Orchard Road"
"264m","Spaboutique",264,996317,"Orchard Road"
"303m","YANG Gallery",303,996317,"Orchard Road"
"311m","Swuk Aesthetics & Spa",311,996317,"Orchard Road"
"389m","Wellaholic (Clarke Quay Outlet)",389,996317,"Orchard Road"
"444m","Pulse TCM Clinic & Foot Reflexology",444,996317,"Orchard Road"
"22.5km","Singapore Changi Airport",22510,995003,"Chinatown"
"28.4km","Woodlands Train Checkpoint",28360,995003,"Chinatown"
"440m","Tanjong Pagar",440,995003,"Chinatown"
"970m","Outram Park",970,995003,"Chinatown"
"650m","Chinatown",650,995003,"Chinatown"
"6m","Seng Wong Beo Temple",6,995003,"Chinatown"
"153m","MEROskin",153,995003,"Chinatown"
"159m","Bonafides Spa",159,995003,"Chinatown"
"168m","Imperial Apple Spa",168,995003,"Chinatown"
"220m","Kiray Face and Body Spa",220,995003,"Chinatown"
"233m","Indulgence Beauty Boutique Face And Body Wellness",233,995003,"Chinatown"
"234m","Pure Tincture Organic Beauty",234,995003,"Chinatown"
"277m","Tanjong Pagar",277,995003,"Chinatown"
"277m","The Poh Toh Si Temple",277,995003,"Chinatown"
"325m","Charm Beauty Zone",325,995003,"Chinatown"
"26km","Singapore Changi Airport",26030,995051,"Singapore River"
"29.7km","Woodlands Train Checkpoint",29670,995051,"Singapore River"
"1.3km","Fort Canning MRT",1280,995051,"Singapore River"
"1.3km","Chinatown",1290,995051,"Singapore River"
"560m","Robertson Quay",560,995051,"Singapore River"
"680m","Singapore River",680,995051,"Singapore River"
"179m","Waka Waka",179,995051,"Singapore River"
"357m","Theatreworks",357,995051,"Singapore River"
"362m","Alkaff Bridge",362,995051,"Singapore River"
"374m","Robertson Quay",374,995051,"Singapore River"
"503m","Pearl's Hill City Park",503,995051,"Singapore River"
"543m","Amped Trampoline Park",543,995051,"Singapore River"
"547m","Wellness & Care - Sauna Detox Center",547,995051,"Singapore River"
"575m","Kim Seng Park",575,995051,"Singapore River"
"591m","Tiong Bahru Estate",591,995051,"Singapore River"
"610m","Seng Poh Garden & Dancing Girl Sculpture",610,995051,"Singapore River"
"24.6km","Singapore Changi Airport",24650,995010,"Harbourfront"
"27.9km","Woodlands Train Checkpoint",27880,995010,"Harbourfront"
"850m","Sentosa",850,995010,"Harbourfront"
"880m","HarbourFront",880,995010,"Harbourfront"
"1.1km","Harbourfront",1110,995010,"Harbourfront"
"116m","Mesjid Temenggong Daeng Ibrahim",116,995010,"Harbourfront"
"440m","Library@Harbourfront",440,995010,"Harbourfront"
"737m","Old Habits",737,995010,"Harbourfront"
"765m","Imbiah Lookout",765,995010,"Harbourfront"
"797m","the Ridges",797,995010,"Harbourfront"
"799m","Singapore Cable Car",799,995010,"Harbourfront"
"803m","Church of St Teresa",803,995010,"Harbourfront"
"837m","Keppel Hill Reservoir",837,995010,"Harbourfront"
"860m","Dong Yue Miao",860,995010,"Harbourfront"
"1km","Royal Albatross",1050,995010,"Harbourfront"
"20.3km","Singapore Changi Airport",20340,687490,"Marina Bay"
"29km","Woodlands Train Checkpoint",29000,687490,"Marina Bay"
"290m","Raffles Place",290,687490,"Marina Bay"
"470m","Downtown",470,687490,"Marina Bay"
"1.6km","Marina Bay",1590,687490,"Marina Bay"
"76m","Kinki Restaurant + Bar",76,687490,"Marina Bay"
"85m","OUE Tower",85,687490,"Marina Bay"
"136m","Largest Vertical Garden",136,687490,"Marina Bay"
"136m","Complex Simplicity",136,687490,"Marina Bay"
"185m","Singapore Momentum Sculpture",185,687490,"Marina Bay"
"207m","Bioskin",207,687490,"Marina Bay"
"244m","Raffles Place",244,687490,"Marina Bay"
"252m","Marina Bay Singapore Countdown",252,687490,"Marina Bay"
"284m","1-Altitude",284,687490,"Marina Bay"
"294m","Beyond Beauty",294,687490,"Marina Bay"
"22.7km","Singapore Changi Airport",22660,40611447,"Chinatown"
"29.8km","Woodlands Train Checkpoint",29830,40611447,"Chinatown"
"480m","Telok Ayer",480,40611447,"Chinatown"
"530m","Chinatown",530,40611447,"Chinatown"
"650m","Chinatown",650,40611447,"Chinatown"
"12m","Tang Dynasty Massage & Spa",12,40611447,"Chinatown"
"12m","Traditional Oriental Therapy",12,40611447,"Chinatown"
"54m","Le Spa",54,40611447,"Chinatown"
"114m","Mohamed Ali Lane",114,40611447,"Chinatown"
"143m","Heading Home (Rickshaw)",143,40611447,"Chinatown"
"151m","Afond Boutique Spa",151,40611447,"Chinatown"
"158m","Jamae Mosque",158,40611447,"Chinatown"
"165m","Nagore Durgha Shrine",165,40611447,"Chinatown"
"168m","Former Keng Teck Whay Building",168,40611447,"Chinatown"
"168m","Sri Mariamman Temple",168,40611447,"Chinatown"
"19.2km","Singapore Changi Airport",19190,1595036,"Chinatown"
"20.4km","Woodlands Train Checkpoint",20350,1595036,"Chinatown"
"240m","Tanjong Pagar",240,1595036,"Chinatown"
"670m","Outram Park",670,1595036,"Chinatown"
"560m","Chinatown",560,1595036,"Chinatown"
"94m","Seng Wong Beo Temple",94,1595036,"Chinatown"
"153m","MEROskin",153,1595036,"Chinatown"
"161m","Pure Tincture Organic Beauty",161,1595036,"Chinatown"
"192m","Kiray Face and Body Spa",192,1595036,"Chinatown"
"212m","Tanjong Pagar",212,1595036,"Chinatown"
"213m","Bonafides Spa",213,1595036,"Chinatown"
"249m","Imperial Apple Spa",249,1595036,"Chinatown"
"254m","Charm Beauty Zone",254,1595036,"Chinatown"
"270m","The Poh Toh Si Temple",270,1595036,"Chinatown"
"278m","Affordable Art Fair",278,1595036,"Chinatown"
"26.1km","Singapore Changi Airport",26130,909895,"Singapore River"
"29.8km","Woodlands Train Checkpoint",29770,909895,"Singapore River"
"1.2km","Fort Canning MRT",1160,909895,"Singapore River"
"1.2km","Chinatown",1170,909895,"Singapore River"
"440m","Robertson Quay",440,909895,"Singapore River"
"560m","Singapore River",560,909895,"Singapore River"
"250m","Alkaff Bridge",250,909895,"Singapore River"
"256m","Theatreworks",256,909895,"Singapore River"
"263m","Robertson Quay",263,909895,"Singapore River"
"289m","Waka Waka",289,909895,"Singapore River"
"463m","Amped Trampoline Park",463,909895,"Singapore River"
"480m","Wellness & Care - Sauna Detox Center",480,909895,"Singapore River"
"507m","Pearl's Hill City Park",507,909895,"Singapore River"
"523m","Culinaryon",523,909895,"Singapore River"
"526m","Singapore Repertory Theatre",526,909895,"Singapore River"
"530m","Tan Si Chong Su Temple",530,909895,"Singapore River"
"7.6km","Singapore Changi Airport",7600,56369386,"Singapore Changi Airport Region"
"34.1km","Woodlands Train Checkpoint",34110,56369386,"Singapore Changi Airport Region"
"1.9km","Expo",1920,56369386,"Singapore Changi Airport Region"
"7.6km","Singapore Changi Airport Region",7560,56369386,"Singapore Changi Airport Region"
"156m","Laguna National Golf & Country Club",156,56369386,"Singapore Changi Airport Region"
"639m","The NEWater Visitor Centre",639,56369386,"Singapore Changi Airport Region"
"748m","Tanah Merah Country Club Tampines Course",748,56369386,"Singapore Changi Airport Region"
"1.1km","Caribbean Spa",1093,56369386,"Singapore Changi Airport Region"
"1.2km","Changi business park",1163,56369386,"Singapore Changi Airport Region"
"1.2km","Singapore Convention and Exhibition Centre",1164,56369386,"Singapore Changi Airport Region"
"1.6km","Man Fatt Lam Temple",1608,56369386,"Singapore Changi Airport Region"
"1.7km","Constant Wind",1713,56369386,"Singapore Changi Airport Region"
"2.1km","Massage Master",2065,56369386,"Singapore Changi Airport Region"
"2.2km","Wat Palelai",2173,56369386,"Singapore Changi Airport Region"
"3km","Singapore Changi Airport",2960,1438301,"Singapore Changi Airport Region"
"34.5km","Woodlands Train Checkpoint",34550,1438301,"Singapore Changi Airport Region"
"2.4km","Changi Airport",2370,1438301,"Singapore Changi Airport Region"
